seconds,nanoseconds
0,20587528
0,22460028
0,16432729
0,51608175
0,7353430
0,18447345
0,3349200
0,17417422
0,6352159
0,15384707
0,10362328
0,2330606
0,21426173
0,6379126
0,10366738
0,3333888
0,1318298
0,2327016
0,23426984
0,4335809
0,6341540
0,8360404
0,32476260
0,1324454
0,10362350
0,2335624
0,21433621
0,7356668
0,9359003
0,15392654
0,3374566
0,274585
0,303283
0,2333261
0,4325368
0,6347185
0,10367775
0,4335569
0,1314807
0,9355513
0,7349048
0,3333319
0,23426278
0,291289
0,3321847
0,19406199
0,2329672
0,8375373
0,9357903
0,11370800
0,2330674
0,2321450
0,309027
0,7347255
0,1318499
0,9358029
0,3327454
0,2376139
0,15389878
0,12400143
0,26508763
0,4335535
0,4354982
0,6347629
0,6359196
0,3334802
0,1353715
0,17438284
0,1333394
0,9367967
0,7354496
0,9357921
0,2320252
0,2357552
0,16391992
0,32525653
0,1359831
0,17441798
0,4339592
0,28503075
0,1360018
0,1323817
0,9402988
0,1363541
0,1318578
0,1320652
0,2321942
0,22469118
0,6347381
0,2325000
0,1356887
0,6352608
0,1315809
0,354035
0,12412639
0,4333345
0,5332343
0,15432417
0,1319505
0,7355484
