seconds,nanoseconds
0,522080
0,344905
0,351643
0,1371490
0,340528
0,337898
0,1358636
0,342442
0,2349653
0,351429
0,347812
0,341502
0,333014
0,299362
0,302984
0,311967
0,286215
0,1259485
0,252053
0,247200
0,240790
0,245845
0,246350
0,251113
0,249453
0,248323
0,261641
0,248380
0,1274035
0,255614
0,1259555
0,248110
0,242862
0,262437
0,246589
0,251376
0,245551
0,1266452
0,247030
0,261244
0,244807
0,261383
0,247780
0,246860
0,243144
0,248290
0,248567
0,245657
0,244398
0,245420
0,245441
0,243309
0,240536
0,242487
0,1260099
0,250203
0,242171
0,247094
0,247927
0,1316591
0,246168
0,245446
0,1261186
0,252870
0,239211
0,249618
0,243877
0,239455
0,243790
0,245360
0,227896
0,246533
0,247914
0,246965
0,244492
0,1255688
0,245026
0,243156
0,240909
0,242932
0,246127
0,257287
0,248058
0,261736
0,2262313
0,317852
0,248538
0,242141
0,252450
0,1261426
0,251908
0,243066
0,244546
0,249537
0,246284
0,1261193
0,243066
0,244139
0,247470
0,1270534
