seconds,nanoseconds
0,1511871
0,285599
0,360697
0,2388817
0,2344060
0,341585
0,1352591
0,2366170
0,1366706
0,314963
0,302164
0,1354522
0,1344897
0,333906
0,336686
0,1301318
0,333191
0,294699
0,2358803
0,288957
0,289148
0,299650
0,1339068
0,316006
0,336489
0,1344822
0,319189
0,324237
0,317241
0,308843
0,299884
0,306212
0,315667
0,312607
0,273975
0,320734
0,301815
0,276489
0,1288178
0,317936
0,280064
0,308111
0,1316558
0,299339
0,2321698
0,303238
0,305477
0,276870
0,358939
0,318058
0,281561
0,2354044
0,315565
0,279863
0,309513
0,287168
0,2334989
0,359812
0,1319263
0,309292
0,360516
0,304896
0,272766
0,359095
0,2354250
0,1354282
0,312637
0,316448
0,273005
0,363377
0,283359
0,304419
0,378130
0,306812
0,265280
0,293287
0,354869
0,1354309
0,380253
0,2368705
0,3377414
0,377938
0,314474
0,1376474
0,1358890
0,333590
0,313931
0,357555
0,1367772
0,285882
0,2333442
0,341177
0,304236
0,330275
0,1366044
0,360537
0,295482
0,271287
0,274303
0,286702
