N_STREAMS,N_BYTES_PER_STREAM,TOTAL_BYTES,ROUNDTRIP_TIME_NS
100,3750,750000,2848747
100,3760,752000,4474737
100,3770,754000,4549015
100,3780,756000,3973476
100,3790,758000,4343300
100,3800,760000,3313919
100,3810,762000,3367600
100,3820,764000,3168587
100,3830,766000,4172478
100,3840,768000,3524479
100,3850,770000,2743164
100,3860,772000,3705681
100,3870,774000,4224521
100,3880,776000,2377569
100,3890,778000,2392482
100,3900,780000,2479902
100,3910,782000,2424493
100,3920,784000,2407002
100,3930,786000,2392112
100,3940,788000,4344059
100,3950,790000,4182620
100,3960,792000,2394039
100,3970,794000,3559470
100,3980,796000,3105361
100,3990,798000,4532530
100,4000,800000,4462352
100,4010,802000,2709824
100,4020,804000,4035895
100,4030,806000,3835403
100,4040,808000,2701238
100,4050,810000,3932026
100,4060,812000,4195438
100,4070,814000,2826190
100,4080,816000,4105380
100,4090,818000,2960839
100,4100,820000,4060310
100,4110,822000,4567961
100,4120,824000,4493416
100,4130,826000,4704223
100,4140,828000,4836006
100,4150,830000,2641102
100,4160,832000,5506857
100,4170,834000,4096386
100,4180,836000,6703030
100,4190,838000,3534177
100,4200,840000,4007157
100,4210,842000,5891679
100,4220,844000,6750840
100,4230,846000,3031672
100,4240,848000,2281950
100,4250,850000,4324522
100,4260,852000,6506693
100,4270,854000,3285959
100,4280,856000,4379234
100,4290,858000,5498986
100,4300,860000,4339610
100,4310,862000,3081655
100,4320,864000,2549882
100,4330,866000,4025537
100,4340,868000,2461844
100,4350,870000,4975465
100,4360,872000,4011186
100,4370,874000,3556273
100,4380,876000,3652755
100,4390,878000,4463466
100,4400,880000,2649731
100,4410,882000,4666162
100,4420,884000,4641014
100,4430,886000,2437940
100,4440,888000,4954055
100,4450,890000,2820866
100,4460,892000,4785126
100,4470,894000,4075936
100,4480,896000,7599557
100,4490,898000,3035479
100,4500,900000,2538351
100,4510,902000,5635459
100,4520,904000,4004954
100,4530,906000,4151819
100,4540,908000,4364089
100,4550,910000,4655667
100,4560,912000,3183752
100,4570,914000,6376217
100,4580,916000,9974412
100,4590,918000,6924876
100,4600,920000,3362751
100,4610,922000,4514929
100,4620,924000,5556215
100,4630,926000,3719579
100,4640,928000,3494851
100,4650,930000,2969886
100,4660,932000,2424353
100,4670,934000,5565701
100,4680,936000,2945911
100,4690,938000,2478819
100,4700,940000,6670533
100,4710,942000,2390988
100,4720,944000,4811861
100,4730,946000,5584781
100,4740,948000,5419681
100,4750,950000,3905735
100,4760,952000,4895855
100,4770,954000,2534036
100,4780,956000,3503538
100,4790,958000,5574170
100,4800,960000,2368744
100,4810,962000,4734632
100,4820,964000,5010149
100,4830,966000,4122592
100,4840,968000,4035659
100,4850,970000,2913330
100,4860,972000,3488255
100,4870,974000,3748196
100,4880,976000,4907144
100,4890,978000,4673469
100,4900,980000,5953097
100,4910,982000,4157339
100,4920,984000,5069242
100,4930,986000,4226505
100,4940,988000,4333945
100,4950,990000,4773874
100,4960,992000,4296624
100,4970,994000,3721942
100,4980,996000,2754212
100,4990,998000,4087056
100,5000,1000000,4977877
100,5010,1002000,2585194
100,5020,1004000,6146651
100,5030,1006000,4165228
100,5040,1008000,3972146
100,5050,1010000,3967211
100,5060,1012000,3871901
100,5070,1014000,4315228
100,5080,1016000,2613827
100,5090,1018000,5052365
100,5100,1020000,2755437
100,5110,1022000,2720839
100,5120,1024000,5794041
100,5130,1026000,4281817
100,5140,1028000,5740677
100,5150,1030000,2607259
100,5160,1032000,5549299
100,5170,1034000,3731320
100,5180,1036000,3652879
100,5190,1038000,4791339
100,5200,1040000,4017519
100,5210,1042000,3074968
100,5220,1044000,2564553
100,5230,1046000,3776651
100,5240,1048000,3502802
100,5250,1050000,2752719
100,5260,1052000,4420876
100,5270,1054000,3769550
100,5280,1056000,7766668
100,5290,1058000,6689909
100,5300,1060000,6980503
100,5310,1062000,3558056
100,5320,1064000,4680802
100,5330,1066000,2856726
100,5340,1068000,4201404
100,5350,1070000,4030934
100,5360,1072000,2502775
100,5370,1074000,3307541
100,5380,1076000,6180191
100,5390,1078000,5073126
100,5400,1080000,3655209
100,5410,1082000,5387847
100,5420,1084000,3214563
100,5430,1086000,3213525
100,5440,1088000,3298435
100,5450,1090000,3368108
100,5460,1092000,3132421
100,5470,1094000,3520500
100,5480,1096000,5710211
100,5490,1098000,4381024
100,5500,1100000,5181003
100,5510,1102000,4564821
100,5520,1104000,4707604
100,5530,1106000,5413502
100,5540,1108000,3824198
100,5550,1110000,6159310
100,5560,1112000,2675502
100,5570,1114000,2665112
100,5580,1116000,6467124
100,5590,1118000,6042423
100,5600,1120000,4694068
100,5610,1122000,4376675
100,5620,1124000,3881485
100,5630,1126000,3179056
100,5640,1128000,2670438
100,5650,1130000,6042432
100,5660,1132000,8742467
100,5670,1134000,3931300
100,5680,1136000,3920765
100,5690,1138000,3985171
100,5700,1140000,3860999
100,5710,1142000,4126468
100,5720,1144000,3301611
100,5730,1146000,3311646
100,5740,1148000,3535110
100,5750,1150000,3583497
100,5760,1152000,3004472
100,5770,1154000,3825728
100,5780,1156000,3679805
100,5790,1158000,3363954
100,5800,1160000,3218536
100,5810,1162000,3277125
100,5820,1164000,3417957
100,5830,1166000,4300247
100,5840,1168000,4270523
100,5850,1170000,3667877
100,5860,1172000,3150985
100,5870,1174000,3488485
100,5880,1176000,3391617
100,5890,1178000,3184882
100,5900,1180000,3344036
100,5910,1182000,3526372
100,5920,1184000,3487471
100,5930,1186000,3428921
100,5940,1188000,3293965
100,5950,1190000,3696315
100,5960,1192000,3476781
100,5970,1194000,3213786
100,5980,1196000,3290690
100,5990,1198000,4325789
100,6000,1200000,3936964
100,6010,1202000,3412930
100,6020,1204000,3138082
100,6030,1206000,3554288
100,6040,1208000,3681963
100,6050,1210000,3737764
100,6060,1212000,3699922
100,6070,1214000,3373927
100,6080,1216000,3239623
100,6090,1218000,4312921
100,6100,1220000,3691101
100,6110,1222000,3202368
100,6120,1224000,3597441
100,6130,1226000,4705914
100,6140,1228000,2884323
100,6150,1230000,4557427
100,6160,1232000,4411679
100,6170,1234000,2813230
100,6180,1236000,2340381
100,6190,1238000,2466821
100,6200,1240000,2172122
100,6210,1242000,2345110
100,6220,1244000,2298006
100,6230,1246000,2546455
100,6240,1248000,2433489
100,6250,1250000,2769054
100,6260,1252000,2600934
100,6270,1254000,2556841
100,6280,1256000,2523183
100,6290,1258000,2460656
100,6300,1260000,2647938
100,6310,1262000,2511571
100,6320,1264000,2451486
100,6330,1266000,2516504
100,6340,1268000,2444142
100,6350,1270000,2423800
100,6360,1272000,2564825
100,6370,1274000,3490822
100,6380,1276000,3337485
100,6390,1278000,3552353
100,6400,1280000,3826382
100,6410,1282000,3826448
100,6420,1284000,3917625
100,6430,1286000,4160698
100,6440,1288000,4553119
100,6450,1290000,3488666
100,6460,1292000,7327956
100,6470,1294000,2753807
100,6480,1296000,5091589
100,6490,1298000,3678306
100,6500,1300000,3834958
100,6510,1302000,4662711
100,6520,1304000,3171601
100,6530,1306000,3559731
100,6540,1308000,4732495
100,6550,1310000,3412731
100,6560,1312000,4024378
100,6570,1314000,3389945
100,6580,1316000,3490709
100,6590,1318000,3333069
100,6600,1320000,3671383
100,6610,1322000,4654661
100,6620,1324000,4282514
100,6630,1326000,2537498
100,6640,1328000,3577955
100,6650,1330000,3677423
100,6660,1332000,3287944
100,6670,1334000,3247882
100,6680,1336000,3357877
100,6690,1338000,3367795
100,6700,1340000,3291067
100,6710,1342000,3116562
100,6720,1344000,3104012
100,6730,1346000,3408837
100,6740,1348000,3508260
100,6750,1350000,3632950
100,6760,1352000,3580806
100,6770,1354000,3216447
100,6780,1356000,3259514
100,6790,1358000,3338551
100,6800,1360000,3223995
100,6810,1362000,4016709
100,6820,1364000,3189601
100,6830,1366000,3863074
100,6840,1368000,2689677
100,6850,1370000,3762270
100,6860,1372000,3789018
100,6870,1374000,3318756
100,6880,1376000,3497494
100,6890,1378000,3532261
100,6900,1380000,3527018
100,6910,1382000,3648135
100,6920,1384000,3045761
100,6930,1386000,2910575
100,6940,1388000,2894380
100,6950,1390000,4441289
100,6960,1392000,4009780
100,6970,1394000,4181345
100,6980,1396000,3286555
100,6990,1398000,3522397
100,7000,1400000,3426740
100,7010,1402000,3748507
100,7020,1404000,3585470
100,7030,1406000,3286726
100,7040,1408000,3815016
100,7050,1410000,4916111
100,7060,1412000,4145491
100,7070,1414000,3907754
100,7080,1416000,2745111
100,7090,1418000,2690721
100,7100,1420000,2562048
100,7110,1422000,4912955
100,7120,1424000,2965660
100,7130,1426000,2977354
100,7140,1428000,2754126
100,7150,1430000,4240931
100,7160,1432000,4140552
100,7170,1434000,3495969
100,7180,1436000,3340593
100,7190,1438000,4441739
100,7200,1440000,3457561
100,7210,1442000,4191951
100,7220,1444000,3308656
100,7230,1446000,4072926
100,7240,1448000,4322377
100,7250,1450000,4288754
100,7260,1452000,5353455
100,7270,1454000,2908045
100,7280,1456000,2920010
100,7290,1458000,2893514
100,7300,1460000,3587480
100,7310,1462000,3927836
100,7320,1464000,4198370
100,7330,1466000,4269873
100,7340,1468000,4895181
100,7350,1470000,4803739
100,7360,1472000,3091571
100,7370,1474000,4413298
100,7380,1476000,4672119
100,7390,1478000,3691300
100,7400,1480000,3625930
100,7410,1482000,6608306
100,7420,1484000,2943273
100,7430,1486000,4520133
100,7440,1488000,4169509
100,7450,1490000,2746797
100,7460,1492000,4496521
100,7470,1494000,3383759
100,7480,1496000,4919084
