seconds,nanoseconds
0,496414
0,340407
0,326029
0,299249
0,318177
0,319032
0,327192
0,301927
0,303366
0,309438
0,270781
0,313176
0,305352
0,243796
0,315328
0,286634
0,275897
0,308941
0,308894
0,319777
0,281876
0,277318
0,278560
0,240142
0,243643
0,241511
0,233316
0,249317
0,242254
0,234489
0,232136
0,244775
0,232043
0,239816
0,232692
0,238274
0,240806
0,232522
0,236544
0,232831
0,241840
0,233027
0,239945
0,237988
0,242101
0,237940
0,231221
0,237690
0,240884
0,233784
0,234944
0,233471
0,288778
0,237804
0,237416
0,239102
0,251011
0,237009
0,241348
0,232677
0,240263
0,237727
0,237070
0,244028
0,247220
0,239691
0,237154
0,232888
0,245579
0,238928
0,242427
0,235261
0,252562
0,238765
0,242028
0,239034
0,247467
0,233856
0,238302
0,234857
0,237326
0,237123
0,235297
0,240591
0,240409
0,240173
0,240101
0,231485
0,233417
0,240953
0,240708
0,231449
0,233258
0,338738
0,277501
0,282439
0,259466
0,286824
0,282766
0,277751
