seconds,nanoseconds
0,1186578
0,23777
0,4071904
0,1034481
0,18991
0,18098
0,17897
0,18021
0,1033582
0,18710
0,1032883
0,1033222
0,3055152
0,19057
0,4071814
0,1060043
0,19742
0,18474
0,1031338
0,18516
0,18108
0,1032288
0,18418
0,1036399
0,19080
0,1032328
0,18464
0,17890
0,17512
0,2043744
0,4068248
0,18624
0,17792
0,17514
0,17682
0,17361
0,1031942
0,1033862
0,1032659
0,1033421
0,2046857
0,18778
0,17676
0,1032645
0,1037256
0,19883
0,17998
0,1031985
0,18226
0,18035
0,1031672
0,18634
0,17753
0,17619
0,1032474
0,18369
0,17639
0,17784
0,17863
0,1032684
0,18491
0,17832
0,2043403
0,18371
0,17991
0,17777
0,17682
0,1032742
0,1055266
0,3056933
0,18842
0,17494
0,1032195
0,18386
0,1033903
0,18865
0,1032712
0,18424
0,26083
0,19667
0,2049458
0,1031521
0,1031739
0,7104602
0,1032614
0,3058153
0,1036097
0,18733
0,2046193
0,1034619
0,18236
0,4095937
0,1033912
0,33206
0,7106943
0,3058324
0,19088
0,1033326
0,1046156
0,1030697
