1,100,200,18704833
6,100,700,2135312
11,100,1200,1994711
16,100,1700,1989097
21,100,2200,2032044
26,100,2700,1993335
31,100,3200,1992049
36,100,3700,2019113
41,100,4200,2024443
46,100,4700,2011761
51,100,5200,2054441
56,100,5700,2010945
61,100,6200,6042566
66,100,6700,2083507
71,100,7200,2025124
76,100,7700,2046017
81,100,8200,2039328
86,100,8700,2074331
91,100,9200,2083932
96,100,9700,2028619
101,100,10200,2041155
106,100,10700,2047676
111,100,11200,2092769
116,100,11700,2215934
121,100,12200,1229877
126,100,12700,848564
131,100,13200,849834
136,100,13700,54465271
141,100,14200,11825654
146,100,14700,13680077
151,100,15200,5054028
156,100,15700,40775185
161,100,16200,27071515
166,100,16700,39780996
171,100,17200,42616384
176,100,17700,37445967
181,100,18200,19095317
186,100,18700,80463169
191,100,19200,14606626
196,100,19700,63339797
201,100,20200,43816253
206,100,20700,17667567
211,100,21200,20853855
216,100,21700,28878478
221,100,22200,20801145
226,100,22700,16874160
231,100,23200,16809447
236,100,23700,20915971
241,100,24200,20855133
246,100,24700,28891280
251,100,25200,12826034
256,100,25700,16880890
261,100,26200,24841041
266,100,26700,24919402
271,100,27200,12913078
276,100,27700,17020262
281,100,28200,20824752
286,100,28700,20916276
291,100,29200,16880277
296,100,29700,25039396
301,100,30200,55729741
306,100,30700,20945645
311,100,31200,20999426
316,100,31700,16947823
321,100,32200,20968584
326,100,32700,94864357
331,100,33200,16973457
336,100,33700,15339477
341,100,34200,2831237
346,100,34700,2776407
351,100,35200,3448217
356,100,35700,24999940
361,100,36200,19403943
366,100,36700,2802050
371,100,37200,2704499
376,100,37700,17058473
381,100,38200,20395111
386,100,38700,54962789
391,100,39200,16988292
396,100,39700,24934486
401,100,40200,94887600
406,100,40700,25030225
411,100,41200,21157938
416,100,41700,91102215
421,100,42200,21361142
426,100,42700,13201806
431,100,43200,12929423
436,100,43700,17059132
441,100,44200,21149275
446,100,44700,29166943
451,100,45200,82844923
456,100,45700,5033594
461,100,46200,13152282
466,100,46700,25269733
471,100,47200,20983518
476,100,47700,25136020
481,100,48200,16986899
486,100,48700,21013263
491,100,49200,13034825
496,100,49700,21045343
501,100,50200,21123259
506,100,50700,25065916
511,100,51200,20979385
516,100,51700,13011522
521,100,52200,13214630
526,100,52700,25035326
531,100,53200,25164891
536,100,53700,21123355
541,100,54200,17218173
546,100,54700,55893314
551,100,55200,21212869
556,100,55700,17289769
561,100,56200,5461750
566,100,56700,90926963
571,100,57200,21204817
576,100,57700,13237485
581,100,58200,17218211
586,100,58700,28276686
591,100,59200,17200915
596,100,59700,21236243
601,100,60200,21231599
606,100,60700,17233412
611,100,61200,25220961
616,100,61700,29200423
621,100,62200,17177280
626,100,62700,102888782
631,100,63200,13196886
636,100,63700,17153052
641,100,64200,17241075
646,100,64700,21190987
651,100,65200,13193350
656,100,65700,17170519
661,100,66200,21210257
666,100,66700,76007594
671,100,67200,19393023
676,100,67700,2873462
681,100,68200,19756481
686,100,68700,2392593
691,100,69200,2273591
696,100,69700,2262581
701,100,70200,2820082
706,100,70700,21305303
711,100,71200,9281754
716,100,71700,17216272
721,100,72200,21130033
726,100,72700,25116406
731,100,73200,28781178
736,100,73700,2960337
741,100,74200,2311959
746,100,74700,1514814
751,100,75200,460199037
756,100,75700,16590687
761,100,76200,36868762
766,100,76700,36954294
771,100,77200,41285125
776,100,77700,11494108
781,100,78200,2433345
786,100,78700,2310403
791,100,79200,499691208
796,100,79700,7156574
801,100,80200,2345905
806,100,80700,79096200
811,100,81200,34690724
816,100,81700,25081303
821,100,82200,7336426
826,100,82700,2309172
831,100,83200,2319150
836,100,83700,1794227
841,100,84200,277824451
846,100,84700,7289958
851,100,85200,7607727
856,100,85700,7019904
861,100,86200,9457821
866,100,86700,8086411
871,100,87200,544587541
876,100,87700,10402083
881,100,88200,46062026
886,100,88700,14040162
891,100,89200,15712933
896,100,89700,5230154
901,100,90200,24907767
906,100,90700,15269179
911,100,91200,4788014
916,100,91700,4852065
921,100,92200,49624104
926,100,92700,27237935
931,100,93200,17722437
936,100,93700,2733709
941,100,94200,432084061
946,100,94700,11914581
951,100,95200,38990414
956,100,95700,17034313
961,100,96200,62898874
966,100,96700,131234175
971,100,97200,111053121
976,100,97700,107726881
981,100,98200,103184833
986,100,98700,102778984
991,100,99200,93060503
996,100,99700,97020583
