N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,4861618
6,100,700,4805736
11,100,1200,4695128
16,100,1700,4830768
21,100,2200,4747666
26,100,2700,4839424
31,100,3200,4775415
36,100,3700,5085072
41,100,4200,4885973
46,100,4700,4956648
51,100,5200,5158602
56,100,5700,4902483
61,100,6200,5859364
66,100,6700,5402471
71,100,7200,7501978
76,100,7700,5680468
81,100,8200,5837221
86,100,8700,16778161
91,100,9200,12585983
96,100,9700,17339526
101,100,10200,19618527
106,100,10700,15204469
111,100,11200,17262226
116,100,11700,18142391
121,100,12200,19350829
126,100,12700,19496335
131,100,13200,18123352
136,100,13700,19809093
141,100,14200,19228222
146,100,14700,19759683
151,100,15200,19769633
156,100,15700,15455603
161,100,16200,16029286
166,100,16700,16046283
171,100,17200,17843770
176,100,17700,16890270
181,100,18200,17747709
186,100,18700,16458401
191,100,19200,19159342
196,100,19700,18789039
201,100,20200,18514789
206,100,20700,19794197
211,100,21200,19746867
216,100,21700,19507335
221,100,22200,19065546
226,100,22700,16449264
231,100,23200,16912915
236,100,23700,17881932
241,100,24200,16069890
246,100,24700,17193227
251,100,25200,17400066
256,100,25700,15487069
261,100,26200,15462011
266,100,26700,16791161
271,100,27200,15674698
276,100,27700,14693402
281,100,28200,16038477
286,100,28700,18133909
291,100,29200,17616448
296,100,29700,17056368
301,100,30200,18341035
306,100,30700,19441418
311,100,31200,14801141
316,100,31700,19395392
321,100,32200,15459481
326,100,32700,16949528
331,100,33200,14972463
336,100,33700,15209881
341,100,34200,15453609
346,100,34700,16189302
351,100,35200,17913606
356,100,35700,18541065
361,100,36200,17078049
366,100,36700,16319590
371,100,37200,14825663
376,100,37700,17412507
381,100,38200,17188923
386,100,38700,19256728
391,100,39200,19387043
396,100,39700,18220352
401,100,40200,17356744
406,100,40700,15711653
411,100,41200,17325689
416,100,41700,15340222
421,100,42200,17751543
426,100,42700,18696067
431,100,43200,18082777
436,100,43700,15799089
441,100,44200,13248592
446,100,44700,15335048
451,100,45200,18664312
456,100,45700,15703063
461,100,46200,19112632
466,100,46700,16047326
471,100,47200,16281036
476,100,47700,18208506
481,100,48200,18921020
486,100,48700,18361740
491,100,49200,17861255
496,100,49700,17528542
501,100,50200,15927308
506,100,50700,19243750
511,100,51200,17485240
516,100,51700,18927299
521,100,52200,18048033
526,100,52700,17503566
531,100,53200,19622994
536,100,53700,19809980
541,100,54200,18883200
546,100,54700,18458880
551,100,55200,22890252
556,100,55700,21583973
561,100,56200,459054368
566,100,56700,2273261
571,100,57200,9775391
576,100,57700,10331920
581,100,58200,17844793
586,100,58700,11682268
591,100,59200,9116159
596,100,59700,9288849
601,100,60200,17439446
606,100,60700,10622674
611,100,61200,15344552
616,100,61700,18159700
621,100,62200,13792891
626,100,62700,15216237
631,100,63200,13055762
636,100,63700,9344214
641,100,64200,11090749
646,100,64700,10588882
651,100,65200,9738555
656,100,65700,11070746
661,100,66200,9602571
666,100,66700,10660264
671,100,67200,12540479
676,100,67700,573507407
681,100,68200,4574446
686,100,68700,13046455
691,100,69200,9335524
696,100,69700,9968148
701,100,70200,7633060
706,100,70700,18199984
711,100,71200,10632847
716,100,71700,13177154
721,100,72200,12982894
726,100,72700,9590848
731,100,73200,12562869
736,100,73700,17876231
741,100,74200,653953368
746,100,74700,1967835
751,100,75200,9772201
756,100,75700,11079465
761,100,76200,9419192
766,100,76700,11238567
771,100,77200,9470579
776,100,77700,10744303
781,100,78200,12065034
786,100,78700,9005751
791,100,79200,10516503
796,100,79700,463254006
801,100,80200,9312843
806,100,80700,8768602
811,100,81200,9594931
816,100,81700,9260514
821,100,82200,9939870
826,100,82700,9346297
831,100,83200,8808453
836,100,83700,8156209
841,100,84200,9548919
846,100,84700,462800004
851,100,85200,4121716
856,100,85700,6187686
861,100,86200,15014573
866,100,86700,15199119
871,100,87200,9669728
876,100,87700,8975808
881,100,88200,10101892
886,100,88700,9540790
891,100,89200,9643069
896,100,89700,542029989
901,100,90200,13961818
906,100,90700,23317770
911,100,91200,22962926
916,100,91700,23273194
921,100,92200,20387460
926,100,92700,19992169
931,100,93200,16988430
936,100,93700,22472507
941,100,94200,14090435
946,100,94700,343823059
951,100,95200,17964498
956,100,95700,14263950
961,100,96200,21285025
966,100,96700,28845228
971,100,97200,13115925
976,100,97700,9830866
981,100,98200,24682088
986,100,98700,635186558
991,100,99200,3686476
996,100,99700,32217795
