N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,12697937
6,100,700,5299033
11,100,1200,14410184
16,100,1700,5301461
21,100,2200,5331382
26,100,2700,8414363
31,100,3200,5400340
36,100,3700,8898871
41,100,4200,13199391
46,100,4700,8342924
51,100,5200,6136980
56,100,5700,5503077
61,100,6200,15373946
66,100,6700,5693308
71,100,7200,5792733
76,100,7700,6581640
81,100,8200,5635626
86,100,8700,18926456
91,100,9200,19102300
96,100,9700,20917727
101,100,10200,26782265
106,100,10700,21523650
111,100,11200,18327488
116,100,11700,22506546
121,100,12200,21472933
126,100,12700,21045445
131,100,13200,18213593
136,100,13700,18043989
141,100,14200,23527469
146,100,14700,20161775
151,100,15200,24847410
156,100,15700,21891069
161,100,16200,23489422
166,100,16700,20085037
171,100,17200,24798309
176,100,17700,23877343
181,100,18200,32615193
186,100,18700,23500795
191,100,19200,24844856
196,100,19700,21579937
201,100,20200,23489276
206,100,20700,13293328
211,100,21200,70724258
216,100,21700,61216217
221,100,22200,43539754
226,100,22700,14002943
231,100,23200,23718940
236,100,23700,36272048
241,100,24200,50138141
246,100,24700,33730672
251,100,25200,24995683
256,100,25700,24120171
261,100,26200,17941678
266,100,26700,36915818
271,100,27200,37965253
276,100,27700,27380863
281,100,28200,26623439
286,100,28700,31184267
291,100,29200,29281734
296,100,29700,34668209
301,100,30200,21982201
306,100,30700,39189705
311,100,31200,25218322
316,100,31700,19657656
321,100,32200,23657947
326,100,32700,23584781
331,100,33200,25214718
336,100,33700,14790543
341,100,34200,13083204
346,100,34700,27983387
351,100,35200,15874512
356,100,35700,28643435
361,100,36200,15130882
366,100,36700,19603651
371,100,37200,18975213
376,100,37700,36634024
381,100,38200,33224764
386,100,38700,28113215
391,100,39200,35737134
396,100,39700,46879889
401,100,40200,35487534
406,100,40700,23401837
411,100,41200,38294301
416,100,41700,32420562
421,100,42200,28940714
426,100,42700,25643652
431,100,43200,21809843
436,100,43700,21077075
441,100,44200,24440093
446,100,44700,31613406
451,100,45200,15512548
456,100,45700,23097405
461,100,46200,28648865
466,100,46700,23015696
471,100,47200,22785365
476,100,47700,21789822
481,100,48200,28636143
486,100,48700,36115377
491,100,49200,11708713
496,100,49700,17761570
501,100,50200,21538796
506,100,50700,24074338
511,100,51200,20474420
516,100,51700,20464250
521,100,52200,24487309
526,100,52700,22945125
531,100,53200,24803312
536,100,53700,28411192
541,100,54200,22148885
546,100,54700,19320036
551,100,55200,29243383
556,100,55700,28249218
561,100,56200,38099746
566,100,56700,21220849
571,100,57200,31456172
576,100,57700,25104259
581,100,58200,17277525
586,100,58700,25306507
591,100,59200,32325984
596,100,59700,45359848
601,100,60200,28823322
606,100,60700,20842362
611,100,61200,29212480
616,100,61700,53980046
621,100,62200,26831965
626,100,62700,15289324
631,100,63200,27029094
636,100,63700,37825258
641,100,64200,41136862
646,100,64700,29737353
651,100,65200,33383140
656,100,65700,29034867
661,100,66200,38120814
666,100,66700,33101027
671,100,67200,25688253
676,100,67700,28811727
681,100,68200,18660627
686,100,68700,20630061
691,100,69200,20159066
696,100,69700,16894743
701,100,70200,23723009
706,100,70700,28853063
711,100,71200,19216341
716,100,71700,24042093
721,100,72200,47281442
726,100,72700,23183973
731,100,73200,23088155
736,100,73700,20075265
741,100,74200,21038734
746,100,74700,21092343
751,100,75200,21009043
756,100,75700,22072177
761,100,76200,20107689
766,100,76700,25006622
771,100,77200,26825286
776,100,77700,303158816
781,100,78200,27390108
786,100,78700,13804788
791,100,79200,13874604
796,100,79700,21625098
801,100,80200,16594704
806,100,80700,18495463
811,100,81200,16883102
816,100,81700,16414131
821,100,82200,12803304
826,100,82700,11898695
831,100,83200,29686289
836,100,83700,500601041
841,100,84200,27295281
846,100,84700,21742077
851,100,85200,22307297
856,100,85700,21592213
861,100,86200,18988414
866,100,86700,21059866
871,100,87200,21688989
876,100,87700,18957976
881,100,88200,22483530
886,100,88700,21552999
891,100,89200,23390715
896,100,89700,33909728
901,100,90200,1000082096
906,100,90700,25274025
911,100,91200,30638410
916,100,91700,35844828
921,100,92200,25525376
926,100,92700,33225641
931,100,93200,21200083
936,100,93700,26880291
941,100,94200,17469499
946,100,94700,31882916
951,100,95200,28409148
956,100,95700,24357943
961,100,96200,30076550
966,100,96700,24183834
971,100,97200,731733250
976,100,97700,18474843
981,100,98200,21812097
986,100,98700,19076574
991,100,99200,34041717
996,100,99700,39345872
