N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,4884818
6,100,700,7988179
11,100,1200,5061551
16,100,1700,7686348
21,100,2200,4769430
26,100,2700,4633734
31,100,3200,4599904
36,100,3700,4749603
41,100,4200,4675545
46,100,4700,7709086
51,100,5200,4675020
56,100,5700,4751804
61,100,6200,4813412
66,100,6700,4817647
71,100,7200,5004617
76,100,7700,5062609
81,100,8200,5043104
86,100,8700,20821773
91,100,9200,23138396
96,100,9700,22060506
101,100,10200,22146196
106,100,10700,24854930
111,100,11200,18092070
116,100,11700,30562778
121,100,12200,26299565
126,100,12700,30347410
131,100,13200,28449690
136,100,13700,24535693
141,100,14200,103143856
146,100,14700,20680184
151,100,15200,30628896
156,100,15700,31081279
161,100,16200,23419409
166,100,16700,20851599
171,100,17200,20459068
176,100,17700,16885419
181,100,18200,30111528
186,100,18700,27795122
191,100,19200,21444236
196,100,19700,25260990
201,100,20200,26113734
206,100,20700,27014949
211,100,21200,26726126
216,100,21700,26786155
221,100,22200,27704704
226,100,22700,17212734
231,100,23200,22553817
236,100,23700,23878123
241,100,24200,17004124
246,100,24700,18116468
251,100,25200,16673199
256,100,25700,14318144
261,100,26200,22380090
266,100,26700,22074599
271,100,27200,29212052
276,100,27700,21225890
281,100,28200,18589415
286,100,28700,18633238
291,100,29200,18488571
296,100,29700,17722665
301,100,30200,18983874
306,100,30700,11362829
311,100,31200,10411910
316,100,31700,18389756
321,100,32200,13607952
326,100,32700,11683884
331,100,33200,27296461
336,100,33700,14292383
341,100,34200,20989443
346,100,34700,22812752
351,100,35200,16844059
356,100,35700,21211166
361,100,36200,23435429
366,100,36700,21011347
371,100,37200,19846564
376,100,37700,14739639
381,100,38200,20337286
386,100,38700,18652051
391,100,39200,13767326
396,100,39700,29529045
401,100,40200,19094482
406,100,40700,14643621
411,100,41200,14258608
416,100,41700,18408501
421,100,42200,16421996
426,100,42700,19904417
431,100,43200,15367358
436,100,43700,9768643
441,100,44200,9237036
446,100,44700,9966540
451,100,45200,27687485
456,100,45700,18148734
461,100,46200,20629890
466,100,46700,17559928
471,100,47200,24736845
476,100,47700,9181894
481,100,48200,8578914
486,100,48700,18301053
491,100,49200,18340813
496,100,49700,18449411
501,100,50200,12507281
506,100,50700,17935256
511,100,51200,18844325
516,100,51700,12571366
521,100,52200,10050254
526,100,52700,8450818
531,100,53200,15739462
536,100,53700,10557685
541,100,54200,9331662
546,100,54700,9972439
551,100,55200,9564446
556,100,55700,10967536
561,100,56200,14299319
566,100,56700,9236286
571,100,57200,10827009
576,100,57700,10225953
581,100,58200,16493470
586,100,58700,12442912
591,100,59200,9024145
596,100,59700,10752647
601,100,60200,25296673
606,100,60700,361599258
611,100,61200,17660434
616,100,61700,18853771
621,100,62200,14039215
626,100,62700,13413904
631,100,63200,13672998
636,100,63700,14626483
641,100,64200,25898970
646,100,64700,16591320
651,100,65200,13284359
656,100,65700,31113898
661,100,66200,22903438
666,100,66700,22849319
671,100,67200,341136975
676,100,67700,18925560
681,100,68200,23269843
686,100,68700,23451794
691,100,69200,23272513
696,100,69700,23225020
701,100,70200,23072198
706,100,70700,23171162
711,100,71200,23246408
716,100,71700,23067676
721,100,72200,23271543
726,100,72700,283673914
731,100,73200,15528318
736,100,73700,23192863
741,100,74200,23309455
746,100,74700,23323241
751,100,75200,23195160
756,100,75700,23244782
761,100,76200,23412727
766,100,76700,22972645
771,100,77200,23445544
776,100,77700,23480866
781,100,78200,23096134
786,100,78700,23075359
791,100,79200,701747891
796,100,79700,6001840
801,100,80200,23745778
806,100,80700,24017767
811,100,81200,24407312
816,100,81700,23249668
821,100,82200,23374333
826,100,82700,24091951
831,100,83200,23334135
836,100,83700,24046842
841,100,84200,24511701
846,100,84700,354426147
851,100,85200,21266465
856,100,85700,21390238
861,100,86200,876316681
866,100,86700,8556583
871,100,87200,12817280
876,100,87700,11120612
881,100,88200,10306644
886,100,88700,15154511
891,100,89200,10511029
896,100,89700,10388399
901,100,90200,10517863
906,100,90700,10279335
911,100,91200,10604288
916,100,91700,10649486
921,100,92200,10209246
926,100,92700,10666630
931,100,93200,10197881
936,100,93700,10599939
941,100,94200,10287140
946,100,94700,10673613
951,100,95200,15290785
956,100,95700,442596285
961,100,96200,2424845
966,100,96700,13001033
971,100,97200,24644812
976,100,97700,23562232
981,100,98200,24515276
986,100,98700,23611618
991,100,99200,24475130
996,100,99700,645224851
