seconds,nanoseconds
0,74500
0,22234
0,18827
0,18464
0,17765
0,17659
0,17652
0,17489
0,17775
0,18564
0,17913
0,17479
0,42738
0,21499
0,18171
0,18101
0,18013
0,18339
0,17868
0,18241
0,18594
0,18186
0,17667
0,18822
0,17983
0,18544
0,18669
0,18168
0,18185
0,18194
0,18048
0,19371
0,18491
0,18872
0,17990
0,18266
0,18527
0,27887
0,18367
0,17998
0,18098
0,17609
0,18098
0,17995
0,17792
0,17775
0,18083
0,18053
0,17759
0,17863
0,17722
0,17830
0,17888
0,18043
0,24139
0,38552
0,19191
0,18662
0,17690
0,19920
0,18316
0,17947
0,18409
0,18474
0,18780
0,18609
0,19103
0,18732
0,18311
0,18732
0,18186
0,17933
0,19213
0,18328
0,18719
0,18165
0,19584
0,18368
0,18669
0,18920
0,19601
0,18397
0,19143
0,17847
0,17860
0,18468
0,18326
0,19025
0,18695
0,18838
0,18770
0,18348
0,18855
0,18654
0,18504
0,18634
0,21698
0,24552
0,19176
0,18622
