seconds,nanoseconds
0,171401
0,24634
0,19281
0,1039521
0,98581
0,22204
0,1030260
0,18888
0,18121
0,18484
0,18200
0,18175
0,1034855
0,19188
0,2048132
0,19336
0,18737
0,1062764
0,1040867
0,23276
0,21140
0,21556
0,1039590
0,22993
0,22288
0,21923
0,20920
0,21547
0,21383
0,21110
0,1037613
0,22531
0,139834
0,42181
0,23189
0,22642
0,21206
0,21594
0,21700
0,21734
0,1037176
0,21933
0,1038381
0,22331
0,21552
0,21266
0,21000
0,21612
0,33863
0,23153
0,21804
0,21411
0,21231
0,21113
0,21091
0,21733
0,2051027
0,22910
0,21988
0,21271
0,21722
0,21226
0,26738
0,33687
0,1036030
0,21935
0,21040
0,21055
0,21318
0,21055
0,21256
0,21161
0,21206
0,21178
0,21018
0,1037795
0,22542
0,1037799
0,23166
0,33888
0,21431
0,20885
0,21356
0,22038
0,20978
0,22020
0,21695
0,21128
0,21519
0,21993
0,21364
0,21927
0,21454
0,21476
0,21888
0,21321
0,21529
0,1039231
0,22943
0,21957
