seconds,nanoseconds
0,82129
0,20269
0,7503
0,7515
0,7329
0,7398
0,7414
0,8205
0,9876
0,12746
0,6946
0,8222
0,7326
0,8097
0,7637
0,1012411
0,7159
0,7199
0,7012
0,7071
0,7607
0,7232
0,7628
0,7592
0,7358
0,7520
0,7363
0,7516
0,7457
0,16897
0,7270
0,7417
0,7337
0,7488
0,1011728
0,7531
0,1011813
0,7749
0,7945
0,7454
0,7286
0,7184
0,6998
0,7113
0,7178
0,7219
0,1011250
0,7626
0,7256
0,7253
0,7165
0,7121
0,7040
0,7055
0,7120
0,7459
0,7594
0,6896
0,7117
0,20377
0,7191
0,7286
0,7073
0,7437
0,7405
0,7132
0,7263
0,7157
0,7435
0,1011402
0,7279
0,7002
0,7354
0,7400
0,7177
0,6988
0,7042
0,7017
0,7266
0,7008
0,7212
0,7182
0,6946
0,7612
0,7421
0,24467
0,7048
0,7401
0,7516
0,7407
0,1011378
0,7270
0,7341
0,7320
0,8067
0,7303
0,7123
0,7601
0,7388
0,7595
