seconds,nanoseconds
0,522717
0,1392334
0,1386554
0,343102
0,345268
0,338101
0,1383473
0,4371472
0,404951
0,322222
0,1394891
0,2381436
0,318327
0,363939
0,1377018
0,330617
0,2378254
0,1374033
0,293515
0,7373501
0,331807
0,2326435
0,327628
0,333389
0,3381684
0,1344880
0,339348
0,363254
0,335603
0,3350699
0,1345197
0,317092
0,332903
0,1349104
0,338740
0,4359648
0,280851
0,304697
0,1350195
0,324386
0,341915
0,2347883
0,335797
0,1348754
0,5398620
0,2360953
0,3361923
0,294514
0,1362532
0,1353669
0,1311854
0,1352195
0,1356431
0,337123
0,1361507
0,1358750
0,3371931
0,333961
0,351998
0,1333915
0,351041
0,286733
0,5342494
0,326517
0,1307838
0,1337935
0,1311412
0,340879
0,1316155
0,2319871
0,2353430
0,3402395
0,1393836
0,1387387
0,326042
0,346593
0,1355294
0,346149
0,332279
0,4444025
0,330074
0,6380136
0,352993
0,352848
0,309326
0,353441
0,336048
0,6345254
0,1363487
0,346539
0,1324688
0,1349026
0,327568
0,3370733
0,327934
0,332733
0,1335333
0,347736
0,1351717
0,1329865
