N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,2296975
6,100,700,4788195
11,100,1200,828921
16,100,1700,818558
21,100,2200,815659
26,100,2700,1437955
31,100,3200,1481394
36,100,3700,1488358
41,100,4200,117893222
46,100,4700,12797650
51,100,5200,3857133
56,100,5700,859611
61,100,6200,12196897
66,100,6700,826868
71,100,7200,820864
76,100,7700,23237451
81,100,8200,840741
86,100,8700,26134953
91,100,9200,831835
96,100,9700,23036329
101,100,10200,4630753
106,100,10700,1254475
111,100,11200,859327
116,100,11700,61379912
121,100,12200,858566
126,100,12700,861082
131,100,13200,6525098
136,100,13700,1303155
141,100,14200,876957
146,100,14700,11696188
151,100,15200,2330624
156,100,15700,868760
161,100,16200,868233
166,100,16700,47529604
171,100,17200,877928
176,100,17700,1209298
181,100,18200,34821290
186,100,18700,1038395
191,100,19200,5852403
196,100,19700,43158494
201,100,20200,959355
206,100,20700,32496597
211,100,21200,1188908
216,100,21700,4644065
221,100,22200,33409047
226,100,22700,1493127
231,100,23200,37265062
236,100,23700,1142500
241,100,24200,1028473
246,100,24700,60131350
251,100,25200,913252
256,100,25700,73043014
261,100,26200,1157572
266,100,26700,52626314
271,100,27200,1234913
276,100,27700,49350409
281,100,28200,941891
286,100,28700,36308444
291,100,29200,11511408
296,100,29700,87837148
301,100,30200,1070793
306,100,30700,66461374
311,100,31200,992662
316,100,31700,104561203
321,100,32200,3921778
326,100,32700,77730595
331,100,33200,83398585
336,100,33700,91144537
341,100,34200,115080406
346,100,34700,127068193
351,100,35200,87126440
356,100,35700,100492312
361,100,36200,95118794
366,100,36700,37321436
371,100,37200,123072745
376,100,37700,115122979
381,100,38200,115084010
386,100,38700,103125616
391,100,39200,103115026
396,100,39700,116544377
401,100,40200,111135597
406,100,40700,123106438
411,100,41200,142821797
416,100,41700,115116899
421,100,42200,115099338
426,100,42700,91121986
431,100,43200,103125551
436,100,43700,105476678
441,100,44200,91124341
446,100,44700,115086413
451,100,45200,103121074
456,100,45700,91110750
461,100,46200,91151678
466,100,46700,91101327
471,100,47200,91123482
476,100,47700,91020387
481,100,48200,115080246
486,100,48700,101777668
491,100,49200,107084856
496,100,49700,103164234
501,100,50200,103115066
506,100,50700,115091227
511,100,51200,103111839
516,100,51700,111085487
521,100,52200,109522495
526,100,52700,127093350
531,100,53200,91127429
536,100,53700,93607299
541,100,54200,105403776
546,100,54700,89500216
551,100,55200,106983701
556,100,55700,103539861
561,100,56200,114952556
566,100,56700,75094259
571,100,57200,107419555
576,100,57700,80889148
581,100,58200,2483619
586,100,58700,6890973
591,100,59200,58402435
596,100,59700,56580170
601,100,60200,1173128
606,100,60700,248219192
611,100,61200,73591537
616,100,61700,40121488
621,100,62200,53289134
626,100,62700,55412168
631,100,63200,53958710
636,100,63700,49448188
641,100,64200,107506415
646,100,64700,43553773
651,100,65200,69433331
656,100,65700,65583592
661,100,66200,36237893
666,100,66700,51404792
671,100,67200,42098414
676,100,67700,43665812
681,100,68200,51883969
686,100,68700,50426035
691,100,69200,59750460
696,100,69700,81770572
701,100,70200,38282831
706,100,70700,71346055
711,100,71200,62080277
716,100,71700,54141770
721,100,72200,56153904
726,100,72700,48177338
731,100,73200,40534288
736,100,73700,60068296
741,100,74200,64370626
746,100,74700,46246114
751,100,75200,55054779
756,100,75700,54304682
761,100,76200,62072111
766,100,76700,59005142
771,100,77200,60482926
776,100,77700,52006689
781,100,78200,59871518
786,100,78700,60079909
791,100,79200,46146049
796,100,79700,35080540
801,100,80200,47103447
806,100,80700,18284365
811,100,81200,63068484
816,100,81700,38323497
821,100,82200,52996050
826,100,82700,51060643
831,100,83200,47267087
836,100,83700,39057791
841,100,84200,41340190
846,100,84700,49323166
851,100,85200,60069768
856,100,85700,35488321
861,100,86200,45850967
866,100,86700,53613947
871,100,87200,37281465
876,100,87700,46821938
881,100,88200,94957313
886,100,88700,76297126
891,100,89200,70156931
896,100,89700,82067025
901,100,90200,60078993
906,100,90700,66963097
911,100,91200,54068091
916,100,91700,70400923
921,100,92200,64863281
926,100,92700,104955739
931,100,93200,68625187
936,100,93700,123956594
941,100,94200,56532132
946,100,94700,103522047
951,100,95200,141262425
956,100,95700,113346476
961,100,96200,136201129
966,100,96700,82284766
971,100,97200,105591346
976,100,97700,102402995
981,100,98200,60672954
986,100,98700,96814079
991,100,99200,66843613
996,100,99700,49725226
