1,100,200,3178984
6,100,700,2053018
11,100,1200,64198321
16,100,1700,5329163
21,100,2200,12741205
26,100,2700,26551363
31,100,3200,5050138
36,100,3700,2538462
41,100,4200,2041607
46,100,4700,2046315
51,100,5200,2044646
56,100,5700,2041699
61,100,6200,2063371
66,100,6700,2043934
71,100,7200,2055092
76,100,7700,846942
81,100,8200,846060
86,100,8700,1009918
91,100,9200,142632573
96,100,9700,6894065
101,100,10200,4288312
106,100,10700,4279466
111,100,11200,4345530
116,100,11700,4286816
121,100,12200,1945890
126,100,12700,49295459
131,100,13200,13523111
136,100,13700,5786516
141,100,14200,5682159
146,100,14700,5771795
151,100,15200,5060359
156,100,15700,5514196
161,100,16200,4831301
166,100,16700,54824658
171,100,17200,6545091
176,100,17700,47067019
181,100,18200,10656713
186,100,18700,891022
191,100,19200,16440778
196,100,19700,64054051
201,100,20200,3896789
206,100,20700,11565087
211,100,21200,21348358
216,100,21700,915452
221,100,22200,11741586
226,100,22700,27670585
231,100,23200,7752082
236,100,23700,914351
241,100,24200,12815179
246,100,24700,9665219
251,100,25200,15623265
256,100,25700,9066697
261,100,26200,12771373
266,100,26700,7820992
271,100,27200,924482
276,100,27700,36055885
281,100,28200,923745
286,100,28700,925303
291,100,29200,23930966
296,100,29700,8836875
301,100,30200,4864259
306,100,30700,23576199
311,100,31200,4039318
316,100,31700,21548318
321,100,32200,954942
326,100,32700,6047067
331,100,33200,33090521
336,100,33700,21988825
341,100,34200,952615
346,100,34700,21654988
351,100,35200,22119607
356,100,35700,28621747
361,100,36200,2185470
366,100,36700,5092103
371,100,37200,2195385
376,100,37700,18445378
381,100,38200,49116028
386,100,38700,4700270
391,100,39200,2481590
396,100,39700,20889643
401,100,40200,12909725
406,100,40700,33191045
411,100,41200,19310128
416,100,41700,4255804
421,100,42200,2176675
426,100,42700,4092828
431,100,43200,45663855
436,100,43700,14710517
441,100,44200,15064500
446,100,44700,33251937
451,100,45200,13922289
456,100,45700,5286283
461,100,46200,27773643
466,100,46700,4521429
471,100,47200,13062415
476,100,47700,13088713
481,100,48200,4329390
486,100,48700,140540883
491,100,49200,11222399
496,100,49700,5660914
501,100,50200,8426437
506,100,50700,4800635
511,100,51200,4322331
516,100,51700,3234153
521,100,52200,6381774
526,100,52700,2236538
531,100,53200,2066367
536,100,53700,436984183
541,100,54200,8042586
546,100,54700,2058644
551,100,55200,2294370
556,100,55700,4505325
561,100,56200,2020203
566,100,56700,4777244
571,100,57200,2215933
576,100,57700,5120539
581,100,58200,2173364
586,100,58700,4439868
591,100,59200,682053655
596,100,59700,8519114
601,100,60200,9776786
606,100,60700,6974551
611,100,61200,8383197
616,100,61700,8269252
621,100,62200,9993930
626,100,62700,10183680
631,100,63200,7619619
636,100,63700,3996380
641,100,64200,5366160
646,100,64700,5606250
651,100,65200,5342075
656,100,65700,5146293
661,100,66200,5209451
666,100,66700,321763180
671,100,67200,4649634
676,100,67700,5870020
681,100,68200,5725620
686,100,68700,5341193
691,100,69200,5863606
696,100,69700,5322423
701,100,70200,5733464
706,100,70700,5159002
711,100,71200,534813503
716,100,71700,3152178
721,100,72200,5511462
726,100,72700,5088751
731,100,73200,4938539
736,100,73700,5203727
741,100,74200,1673971
746,100,74700,5849044
751,100,75200,4388224
756,100,75700,2386981
761,100,76200,100243933
766,100,76700,269984992
771,100,77200,4528157
776,100,77700,1811242
781,100,78200,1762096
786,100,78700,1805074
791,100,79200,1834697
796,100,79700,1803825
801,100,80200,1450499
806,100,80700,1375385
811,100,81200,642891879
816,100,81700,4575770
821,100,82200,5304799
826,100,82700,5400231
831,100,83200,5080441
836,100,83700,5444990
841,100,84200,5117157
846,100,84700,4994213
851,100,85200,4898782
856,100,85700,407137260
861,100,86200,2506753
866,100,86700,3884284
871,100,87200,3919629
876,100,87700,3955803
881,100,88200,4373498
886,100,88700,4438473
891,100,89200,4427568
896,100,89700,3578461
901,100,90200,399887967
906,100,90700,1412471
911,100,91200,1745743
916,100,91700,4638218
921,100,92200,4525951
926,100,92700,5159700
931,100,93200,5098983
936,100,93700,4749688
941,100,94200,2785433
946,100,94700,497692605
951,100,95200,5408450
956,100,95700,5412137
961,100,96200,5328221
966,100,96700,5288710
971,100,97200,5502323
976,100,97700,5494737
981,100,98200,5469322
986,100,98700,2610586
991,100,99200,449777085
996,100,99700,2454776
