seconds,nanoseconds
0,84206
0,20894
0,8061
0,8314
0,8474
0,8550
0,1021737
0,18695
0,7385
0,1020775
0,17956
0,7475
0,7260
0,1021656
0,17909
0,7223
0,1020332
0,17365
0,7297
0,7440
0,8062
0,7558
0,11731
0,7493
0,7650
0,7898
0,8001
0,7685
0,8141
0,7671
0,7483
0,7607
0,15475
0,7552
0,7683
0,1012635
0,7535
0,7585
0,7830
0,7519
0,7694
0,7775
0,7439
0,7785
0,2023983
0,8589
0,7360
0,7034
0,8027
0,1010822
0,1019612
0,17590
0,7560
0,1019944
0,18726
0,8035
0,7344
0,7316
0,8171
0,7836
0,7363
0,7461
0,10950
0,7478
0,7586
0,7814
0,8061
0,7599
0,7580
0,19907
0,3024559
0,8080
0,1020889
0,1010447
0,17382
0,7525
0,1010190
0,16913
0,7237
0,7388
0,7845
0,7415
0,7291
0,7495
0,8226
0,7479
0,7797
0,7406
0,7483
0,3024753
0,8501
0,7380
0,7509
0,7594
0,1010575
0,7477
0,7431
0,7385
0,7658
0,7489
