seconds,nanoseconds
0,473652
0,1343293
0,1346076
0,331937
0,2348873
0,348628
0,1343757
0,1345118
0,2356666
0,3354176
0,1369024
0,287705
0,1310075
0,304197
0,2321156
0,3332584
0,296954
0,309781
0,265034
0,1276401
0,3280620
0,1270457
0,2277572
0,254701
0,262451
0,1260057
0,254791
0,1252992
0,4286712
0,264866
0,3281828
0,261021
0,247599
0,4330892
0,3286530
0,264868
0,268815
0,250250
0,4280284
0,305730
0,1312094
0,3303216
0,262684
0,3287275
0,1274381
0,2288108
0,262609
0,270484
0,254491
0,2275903
0,6335603
0,4333578
0,295785
0,307586
0,1273201
0,1275250
0,3324868
0,305880
0,1311635
0,264362
0,2270199
0,1269152
0,2267640
0,256535
0,1258810
0,251825
0,246869
0,1272142
0,248824
0,234583
0,237422
0,238281
0,230028
0,234009
0,234239
0,1264669
0,1267469
0,1267238
0,1265598
0,254830
0,244914
0,244938
0,271633
0,2264759
0,1262066
0,270760
0,248068
0,1259483
0,245235
0,259484
0,231456
0,1258330
0,250607
0,245934
0,231135
0,1261571
0,251235
0,250654
0,1251223
0,2274114
