seconds,nanoseconds
0,2221483
0,6110671
0,6120796
0,1040193
0,6100186
0,10155378
0,6103373
0,10141276
0,16213318
0,1036311
0,18234495
0,22497
0,21282398
0,41504073
0,14189795
0,2048127
0,14189639
0,15244663
0,1036399
0,1036955
0,4072929
0,20261808
0,3060531
0,7104873
0,9203273
0,6098035
0,11155749
0,8118622
0,14193559
0,7110653
0,2048117
0,4071202
0,8187602
0,15200639
0,13177621
0,1035431
0,24305882
0,3060556
0,3060765
0,6159641
0,14187824
0,2048952
0,3061122
0,1035808
0,21892
0,4072621
0,9130098
0,10142160
0,2046769
0,1037266
0,80588
0,15203716
0,11152101
0,21907
0,20630
0,3061099
0,5083250
0,13177142
0,14252270
0,1036616
0,21459
0,8118411
0,1036198
0,7106996
0,27344262
0,8118856
0,6095659
0,22597
0,4089954
0,4069929
0,14193015
0,17228698
0,6097322
0,6097234
0,22689
0,4072574
0,3108918
0,19245199
0,25325087
0,1037266
0,6096623
0,2048644
0,33476775
0,5084187
0,11154910
0,1036361
0,17228143
0,14234033
0,1036251
0,7107582
0,3060120
0,22148
0,21306
0,1036270
0,21680
0,5084006
0,4070997
0,1036409
0,22474
0,4071631
