1,100,200,4915170
6,100,700,3536753
11,100,1200,10330477
16,100,1700,14012199
21,100,2200,3617642
26,100,2700,3593920
31,100,3200,3323801
36,100,3700,2890462
41,100,4200,6929187
46,100,4700,5543489
51,100,5200,2685273
56,100,5700,2587728
61,100,6200,2057102
66,100,6700,8316697
71,100,7200,2093666
76,100,7700,2106702
81,100,8200,2053339
86,100,8700,2174443
91,100,9200,21747788
96,100,9700,2074197
101,100,10200,2104043
106,100,10700,18381381
111,100,11200,9859886
116,100,11700,2096011
121,100,12200,16223420
126,100,12700,2094421
131,100,13200,2277347
136,100,13700,12136835
141,100,14200,25942242
146,100,14700,3976751
151,100,15200,3037406
156,100,15700,10085906
161,100,16200,2071541
166,100,16700,2044401
171,100,17200,2091735
176,100,17700,2076234
181,100,18200,2077788
186,100,18700,2084187
191,100,19200,2063952
196,100,19700,919181
201,100,20200,774927284
206,100,20700,3445885
211,100,21200,10883528
216,100,21700,14148667
221,100,22200,10220268
226,100,22700,20078382
231,100,23200,5047997
236,100,23700,11511371
241,100,24200,909493
246,100,24700,3422086
251,100,25200,2159128
256,100,25700,11214235
261,100,26200,1044730
266,100,26700,490765762
271,100,27200,14510180
276,100,27700,8454859
281,100,28200,11349679
286,100,28700,14020006
291,100,29200,19566202
296,100,29700,20393170
301,100,30200,2894888
306,100,30700,2691785
311,100,31200,960965
316,100,31700,68738511
321,100,32200,41277938
326,100,32700,15692299
331,100,33200,944188
336,100,33700,38074184
341,100,34200,15920680
346,100,34700,12956639
351,100,35200,29060618
356,100,35700,36143874
361,100,36200,4131646
366,100,36700,31644615
371,100,37200,28015367
376,100,37700,17792454
381,100,38200,3360235
386,100,38700,44079355
391,100,39200,42560929
396,100,39700,106789363
401,100,40200,48071206
406,100,40700,963013
411,100,41200,6469904
416,100,41700,2140144
421,100,42200,23940126
426,100,42700,3714946
431,100,43200,11114180
436,100,43700,9359096
441,100,44200,10855439
446,100,44700,54289362
451,100,45200,34190490
456,100,45700,16601819
461,100,46200,16111853
466,100,46700,8366095
471,100,47200,34243892
476,100,47700,6941054
481,100,48200,20307487
486,100,48700,11219420
491,100,49200,10828284
496,100,49700,5461277
501,100,50200,38346103
506,100,50700,2181544
511,100,51200,2430266
516,100,51700,4410890
521,100,52200,4411692
526,100,52700,11226832
531,100,53200,8546162
536,100,53700,7275864
541,100,54200,7861231
546,100,54700,2221507
551,100,55200,2233369
556,100,55700,2220183
561,100,56200,1606087
566,100,56700,149069096
571,100,57200,19287319
576,100,57700,4469427
581,100,58200,18988111
586,100,58700,10184501
591,100,59200,13016666
596,100,59700,5119544
601,100,60200,2234963
606,100,60700,4987270
611,100,61200,200268895
616,100,61700,14908540
621,100,62200,15895550
626,100,62700,7071605
631,100,63200,10293982
636,100,63700,9776885
641,100,64200,3723679
646,100,64700,5126039
651,100,65200,15285113
656,100,65700,10642790
661,100,66200,196793262
666,100,66700,4519599
671,100,67200,4385445
676,100,67700,15158543
681,100,68200,2284677
686,100,68700,2257140
691,100,69200,2239686
696,100,69700,1281219
701,100,70200,216197324
706,100,70700,7142844
711,100,71200,13450049
716,100,71700,38580876
721,100,72200,42824549
726,100,72700,10700729
731,100,73200,12084491
736,100,73700,236067706
741,100,74200,29509417
746,100,74700,30379169
751,100,75200,2780647
756,100,75700,2579277
761,100,76200,11707720
766,100,76700,2307505
771,100,77200,2806834
776,100,77700,2247652
781,100,78200,96838555
786,100,78700,4483715
791,100,79200,23175078
796,100,79700,25292489
801,100,80200,510361525
806,100,80700,17996055
811,100,81200,5021175
816,100,81700,6302307
821,100,82200,10357103
826,100,82700,20182477
831,100,83200,2574746
836,100,83700,5119148
841,100,84200,5104220
846,100,84700,2285786
851,100,85200,1525552
856,100,85700,264501891
861,100,86200,14222495
866,100,86700,27997270
871,100,87200,12934906
876,100,87700,96281386
881,100,88200,230585372
886,100,88700,5027753
891,100,89200,17310055
896,100,89700,18311478
901,100,90200,3723382
906,100,90700,3319895
911,100,91200,8678812
916,100,91700,234560004
921,100,92200,11255672
926,100,92700,13718717
931,100,93200,27816824
936,100,93700,6606445
941,100,94200,1812645
946,100,94700,426499426
951,100,95200,12426929
956,100,95700,19348409
961,100,96200,20123061
966,100,96700,5063461
971,100,97200,25071027
976,100,97700,46845327
981,100,98200,185303400
986,100,98700,15749945
991,100,99200,20867154
996,100,99700,28815842
