N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,74078135
6,100,700,10840586
11,100,1200,94107326
16,100,1700,14030476
21,100,2200,15395637
26,100,2700,15395626
31,100,3200,11381286
36,100,3700,10718811
41,100,4200,7370433
46,100,4700,75113993
51,100,5200,27488369
56,100,5700,3374129
61,100,6200,19362749
66,100,6700,15358092
71,100,7200,15459523
76,100,7700,15484554
81,100,8200,15428870
86,100,8700,15480789
91,100,9200,27581163
96,100,9700,19577306
101,100,10200,55041808
106,100,10700,19479553
111,100,11200,27399838
116,100,11700,19477631
121,100,12200,15410572
126,100,12700,19553578
131,100,13200,11497460
136,100,13700,27614814
141,100,14200,15440115
146,100,14700,19533462
151,100,15200,19575359
156,100,15700,19554339
161,100,16200,15449281
166,100,16700,2566808
171,100,17200,2641946
176,100,17700,2383550
181,100,18200,14643412
186,100,18700,2531324
191,100,19200,2391947
196,100,19700,2286378
201,100,20200,2600476
206,100,20700,2433704
211,100,21200,2380856
216,100,21700,2941582
221,100,22200,14317326
226,100,22700,2757453
231,100,23200,2124195
236,100,23700,2359700
241,100,24200,2278318
246,100,24700,2387822
251,100,25200,2151967
256,100,25700,2132081
261,100,26200,2301425
266,100,26700,2146197
271,100,27200,2165560
276,100,27700,2281329
281,100,28200,1271475
286,100,28700,30858852
291,100,29200,115106334
296,100,29700,1878781
301,100,30200,1374174
306,100,30700,19937220
311,100,31200,26493957
316,100,31700,75588207
321,100,32200,2044080
326,100,32700,12541914
331,100,33200,8982767
336,100,33700,1027436
341,100,34200,36303897
346,100,34700,2043051
351,100,35200,51159012
356,100,35700,8537802
361,100,36200,43899343
366,100,36700,12406194
371,100,37200,12502664
376,100,37700,52701508
381,100,38200,47945332
386,100,38700,20450973
391,100,39200,47316998
396,100,39700,1974292
401,100,40200,8296848
406,100,40700,30925206
411,100,41200,20472641
416,100,41700,43923957
421,100,42200,15508849
426,100,42700,8433625
431,100,43200,36172786
436,100,43700,8361543
441,100,44200,44274989
446,100,44700,2245686
451,100,45200,83012853
456,100,45700,74060539
461,100,46200,99012866
466,100,46700,111023265
471,100,47200,115003135
476,100,47700,17141852
481,100,48200,28651207
486,100,48700,25500677
491,100,49200,5035714
496,100,49700,111753625
501,100,50200,15290604
506,100,50700,63341981
511,100,51200,2202400
516,100,51700,2206166
521,100,52200,8502388
526,100,52700,174116242
531,100,53200,84339784
536,100,53700,13603099
541,100,54200,1841354
546,100,54700,138040998
551,100,55200,97718976
556,100,55700,73798718
561,100,56200,99614406
566,100,56700,80561016
571,100,57200,55152230
576,100,57700,30937555
581,100,58200,69510253
586,100,58700,67311340
591,100,59200,20877416
596,100,59700,31615444
601,100,60200,30851921
606,100,60700,30628834
611,100,61200,16133801
616,100,61700,15154896
621,100,62200,25753403
626,100,62700,17237519
631,100,63200,2243601
636,100,63700,17891851
641,100,64200,50659256
646,100,64700,19205033
651,100,65200,47434701
656,100,65700,2184181
661,100,66200,55997764
666,100,66700,15917994
671,100,67200,44540577
676,100,67700,13028526
681,100,68200,38261904
686,100,68700,19836121
691,100,69200,51142786
696,100,69700,20653623
701,100,70200,32728463
706,100,70700,1730158
711,100,71200,53663355
716,100,71700,1822859
721,100,72200,36687051
726,100,72700,40108645
731,100,73200,24650390
736,100,73700,15598010
741,100,74200,15097174
746,100,74700,23323943
751,100,75200,2113756
756,100,75700,59484226
761,100,76200,9835754
766,100,76700,52289633
771,100,77200,43094640
776,100,77700,2272197
781,100,78200,45218362
786,100,78700,2052562
791,100,79200,51871082
796,100,79700,65803782
801,100,80200,10339870
806,100,80700,60497357
811,100,81200,50780208
816,100,81700,17984434
821,100,82200,42274556
826,100,82700,5608294
831,100,83200,76321172
836,100,83700,53986988
841,100,84200,4367376
846,100,84700,65598069
851,100,85200,59206625
856,100,85700,60678227
861,100,86200,3495505
866,100,86700,46753134
871,100,87200,66878278
876,100,87700,2031502
881,100,88200,29871176
886,100,88700,45948783
891,100,89200,4916177
896,100,89700,44660768
901,100,90200,35294271
906,100,90700,3893640
911,100,91200,52791836
916,100,91700,55672765
921,100,92200,2574355
926,100,92700,40979810
931,100,93200,55212503
936,100,93700,48812399
941,100,94200,1827132
946,100,94700,67910081
951,100,95200,48895403
956,100,95700,55279648
961,100,96200,55999879
966,100,96700,43154165
971,100,97200,4883558
976,100,97700,58626458
981,100,98200,38316134
986,100,98700,39156428
991,100,99200,2320706
996,100,99700,43635870
