N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,18279122
6,100,700,6113488
11,100,1200,9152365
16,100,1700,2577091
21,100,2200,2595169
26,100,2700,5728316
31,100,3200,5325699
36,100,3700,8791785
41,100,4200,2821179
46,100,4700,3159699
51,100,5200,2916865
56,100,5700,2362244
61,100,6200,2961756
66,100,6700,2387178
71,100,7200,16401320
76,100,7700,15581116
81,100,8200,15907304
86,100,8700,15247601
91,100,9200,7285073
96,100,9700,11150066
101,100,10200,11345656
106,100,10700,11205906
111,100,11200,7582365
116,100,11700,9374557
121,100,12200,11954768
126,100,12700,2857545
131,100,13200,2917609
136,100,13700,7107445
141,100,14200,2825714
146,100,14700,2742217
151,100,15200,2845044
156,100,15700,2537390
161,100,16200,2719004
166,100,16700,2863009
171,100,17200,2837925
176,100,17700,2373395
181,100,18200,2586347
186,100,18700,2540731
191,100,19200,2774400
196,100,19700,10800176
201,100,20200,2701657
206,100,20700,2930857
211,100,21200,2614117
216,100,21700,2361375
221,100,22200,2474797
226,100,22700,2685280
231,100,23200,6623198
236,100,23700,2504165
241,100,24200,2489838
246,100,24700,2161234
251,100,25200,2354871
256,100,25700,2405482
261,100,26200,2485756
266,100,26700,2337158
271,100,27200,2238036
276,100,27700,2469617
281,100,28200,2334712
286,100,28700,1864346
291,100,29200,2179202
296,100,29700,6204249
301,100,30200,1580143
306,100,30700,2178218
311,100,31200,2188023
316,100,31700,2164516
321,100,32200,2326606
326,100,32700,2035433
331,100,33200,2199901
336,100,33700,2340272
341,100,34200,1338708
346,100,34700,11304168
351,100,35200,4300664
356,100,35700,2166693
361,100,36200,3932300
366,100,36700,952004
371,100,37200,71274561
376,100,37700,121574153
381,100,38200,14718657
386,100,38700,5108612
391,100,39200,12840231
396,100,39700,988781
401,100,40200,3184232
406,100,40700,7452830
411,100,41200,29558668
416,100,41700,979124
421,100,42200,39144582
426,100,42700,975611
431,100,43200,49980040
436,100,43700,42923448
441,100,44200,1137585
446,100,44700,89657120
451,100,45200,59721502
456,100,45700,49334142
461,100,46200,1799739
466,100,46700,66393042
471,100,47200,1191026
476,100,47700,33079882
481,100,48200,43098126
486,100,48700,5881318
491,100,49200,22416262
496,100,49700,32146339
501,100,50200,1739214
506,100,50700,32607870
511,100,51200,2958207
516,100,51700,14488309
521,100,52200,39090487
526,100,52700,1448875
531,100,53200,20634633
536,100,53700,23467955
541,100,54200,39438666
546,100,54700,44036632
551,100,55200,1063387
556,100,55700,40438872
561,100,56200,26734124
566,100,56700,17654408
571,100,57200,2726348
576,100,57700,17671529
581,100,58200,36033095
586,100,58700,69554780
591,100,59200,35067813
596,100,59700,2263439
601,100,60200,47290022
606,100,60700,1303940
611,100,61200,83250864
616,100,61700,84142873
621,100,62200,153360214
626,100,62700,45375818
631,100,63200,29559985
636,100,63700,34929235
641,100,64200,24498582
646,100,64700,53388873
651,100,65200,26605768
656,100,65700,29095299
661,100,66200,57466515
666,100,66700,52521472
671,100,67200,47402446
676,100,67700,44426656
681,100,68200,43947103
686,100,68700,39405838
691,100,69200,47321406
696,100,69700,31766827
701,100,70200,23937466
706,100,70700,15578327
711,100,71200,96334352
716,100,71700,5347087
721,100,72200,8508083
726,100,72700,12643339
731,100,73200,32099138
736,100,73700,31870385
741,100,74200,31827320
746,100,74700,29436645
751,100,75200,39054817
756,100,75700,23113263
761,100,76200,10164932
766,100,76700,8850491
771,100,77200,25991168
776,100,77700,39397400
781,100,78200,39207784
786,100,78700,20742354
791,100,79200,4807697
796,100,79700,32362854
801,100,80200,59904655
806,100,80700,55815523
811,100,81200,47575167
816,100,81700,39330921
821,100,82200,42891360
826,100,82700,44581659
831,100,83200,47058744
836,100,83700,61070108
841,100,84200,273690340
846,100,84700,47856560
851,100,85200,37104319
856,100,85700,30658026
861,100,86200,33065457
866,100,86700,36496262
871,100,87200,19371791
876,100,87700,28394434
881,100,88200,21269210
886,100,88700,24801160
891,100,89200,2902402
896,100,89700,2472144
901,100,90200,22900056
906,100,90700,4891433
911,100,91200,27364898
916,100,91700,13983367
921,100,92200,2752296
926,100,92700,1785786
931,100,93200,12422785
936,100,93700,35796222
941,100,94200,38788168
946,100,94700,6276114
951,100,95200,27751053
956,100,95700,21269730
961,100,96200,25156704
966,100,96700,5340136
971,100,97200,130875457
976,100,97700,80992845
981,100,98200,14635449
986,100,98700,16136764
991,100,99200,12473151
996,100,99700,23610581
