seconds,nanoseconds
0,98999
0,1042847
0,23043
0,22284
0,22359
0,2057995
0,22586
0,22474
0,22589
0,21865
0,22828
0,22146
0,22860
0,21645
0,23978
0,490722
0,38233
0,24577
0,26481
0,1038130
0,22176
0,23028
0,22447
0,1039027
0,23808
0,22031
0,22244
0,1043015
0,22765
0,76871
0,25025
0,22297
0,21506
0,21927
0,22770
0,23148
0,43643
0,32419
0,23499
0,22920
0,23707
0,22612
0,21571
0,23709
0,332305
0,32301
0,25619
0,27632
0,22434
0,22175
0,22424
0,1036366
0,2052983
0,24078
0,41935
0,22993
0,26524
0,32244
0,27298
0,22121
0,1036261
0,22945
0,21331
0,1040902
0,24424
0,21655
0,1038075
0,22336
0,1039755
0,1037406
0,22685
0,21967
0,21903
0,22997
0,21953
0,21960
0,48775
0,23965
0,23351
0,22058
0,1037669
0,23504
0,21639
0,22130
0,21702
0,38112
0,88650
0,23394
0,22592
0,24022
0,22998
0,1035591
0,24303
0,22700
0,1038335
0,23386
0,22815
0,1039797
0,22973
0,21843
