N_BYTES_PER_MSG,N_MSG,TOTAL_BYTES,TOTAL_TIME_NS
1,100,200,6870476
6,100,700,4933116
11,100,1200,4641010
16,100,1700,4802216
21,100,2200,6234441
26,100,2700,4849051
31,100,3200,6680991
36,100,3700,5089789
41,100,4200,7808301
46,100,4700,5933459
51,100,5200,5923918
56,100,5700,12129936
61,100,6200,5108704
66,100,6700,5021915
71,100,7200,5081284
76,100,7700,12773407
81,100,8200,8291465
86,100,8700,32358447
91,100,9200,23210549
96,100,9700,30839273
101,100,10200,20093807
106,100,10700,20965792
111,100,11200,31779461
116,100,11700,23652031
121,100,12200,27769094
126,100,12700,20663261
131,100,13200,19370890
136,100,13700,20725986
141,100,14200,21832364
146,100,14700,20921956
151,100,15200,27448946
156,100,15700,21065511
161,100,16200,27542990
166,100,16700,19618762
171,100,17200,28251624
176,100,17700,21068720
181,100,18200,19483830
186,100,18700,23257077
191,100,19200,20792645
196,100,19700,51273360
201,100,20200,26128069
206,100,20700,17690078
211,100,21200,31423284
216,100,21700,25314996
221,100,22200,28246846
226,100,22700,15395614
231,100,23200,26641817
236,100,23700,31378835
241,100,24200,16769292
246,100,24700,21448607
251,100,25200,21521131
256,100,25700,23442824
261,100,26200,20855938
266,100,26700,24673958
271,100,27200,23551290
276,100,27700,21547234
281,100,28200,24724579
286,100,28700,23535079
291,100,29200,19570367
296,100,29700,29269624
301,100,30200,23295727
306,100,30700,24754435
311,100,31200,24746687
316,100,31700,19558068
321,100,32200,25569096
326,100,32700,17323774
331,100,33200,24115128
336,100,33700,21731992
341,100,34200,21387363
346,100,34700,19577151
351,100,35200,19563092
356,100,35700,18026494
361,100,36200,18122375
366,100,36700,12335475
371,100,37200,17873159
376,100,37700,16437272
381,100,38200,20893289
386,100,38700,15408141
391,100,39200,15462997
396,100,39700,12769906
401,100,40200,18342644
406,100,40700,21775662
411,100,41200,23386052
416,100,41700,15201588
421,100,42200,23537672
426,100,42700,20942513
431,100,43200,16107252
436,100,43700,20078943
441,100,44200,18103521
446,100,44700,13492422
451,100,45200,18064591
456,100,45700,16837594
461,100,46200,24128574
466,100,46700,18089115
471,100,47200,18463599
476,100,47700,20818347
481,100,48200,18914188
486,100,48700,13713924
491,100,49200,13521366
496,100,49700,28802096
501,100,50200,25468782
506,100,50700,18279837
511,100,51200,17828173
516,100,51700,32689404
521,100,52200,27672112
526,100,52700,31753232
531,100,53200,26535753
536,100,53700,27516140
541,100,54200,31535534
546,100,54700,26652590
551,100,55200,19496517
556,100,55700,18503344
561,100,56200,20775521
566,100,56700,20959104
571,100,57200,18890671
576,100,57700,13295582
581,100,58200,24976589
586,100,58700,23617288
591,100,59200,20808346
596,100,59700,19298772
601,100,60200,18372848
606,100,60700,23304016
611,100,61200,23380764
616,100,61700,25926231
621,100,62200,25387983
626,100,62700,24872474
631,100,63200,23338005
636,100,63700,21387989
641,100,64200,24668246
646,100,64700,30831659
651,100,65200,21566731
656,100,65700,20329748
661,100,66200,35384632
666,100,66700,25100891
671,100,67200,47318927
676,100,67700,79304334
681,100,68200,72822239
686,100,68700,21898232
691,100,69200,38344803
696,100,69700,27332561
701,100,70200,23373610
706,100,70700,71904038
711,100,71200,66727140
716,100,71700,33902954
721,100,72200,60143548
726,100,72700,97090417
731,100,73200,75327445
736,100,73700,19199090
741,100,74200,57268982
746,100,74700,74512913
751,100,75200,48284569
756,100,75700,59105086
761,100,76200,28414345
766,100,76700,21073296
771,100,77200,34312796
776,100,77700,43679362
781,100,78200,23165522
786,100,78700,24076650
791,100,79200,54999044
796,100,79700,38184691
801,100,80200,23288947
806,100,80700,85368307
811,100,81200,78856959
816,100,81700,73201799
821,100,82200,20676882
826,100,82700,52480246
831,100,83200,63725732
836,100,83700,60816958
841,100,84200,49190145
846,100,84700,45258186
851,100,85200,59030694
856,100,85700,69296704
861,100,86200,63036816
866,100,86700,47747832
871,100,87200,57218866
876,100,87700,45405191
881,100,88200,55473672
886,100,88700,39158561
891,100,89200,36844852
896,100,89700,34617023
901,100,90200,18526984
906,100,90700,39386263
911,100,91200,40906332
916,100,91700,56382589
921,100,92200,54894452
926,100,92700,60909151
931,100,93200,42845468
936,100,93700,78550006
941,100,94200,68529255
946,100,94700,55084488
951,100,95200,46910994
956,100,95700,32403564
961,100,96200,49138086
966,100,96700,44552521
971,100,97200,68689654
976,100,97700,42937640
981,100,98200,40691196
986,100,98700,42571219
991,100,99200,46936291
996,100,99700,58524911
