seconds,nanoseconds
0,3355773
0,1256142
0,2274340
0,250404
0,1262456
0,232852
0,1229918
0,1218851
0,231525
0,107051
0,1221723
0,236312
0,223273
0,1228961
0,3265715
0,1227730
0,2223957
0,225523
0,226144
0,1231447
0,240835
0,4251061
0,224558
0,100919
0,1229657
0,231751
0,215113
0,78258
0,1236234
0,2217390
0,225390
0,70209
0,207324
0,83549
0,2214200
0,2225896
0,2236152
0,3227358
0,223927
0,231378
0,69087
0,219254
0,97660
0,3231659
0,5251336
0,223665
0,92928
0,2215816
0,229352
0,1239292
0,1246992
0,224268
0,1242424
0,3240101
0,222489
0,221219
0,69336
0,208588
0,77073
0,1230896
0,236269
0,215744
0,1218526
0,215256
0,1203217
0,224352
0,83000
0,214432
0,2225525
0,221000
0,1218523
0,215318
0,102459
0,3242893
0,2222738
0,211519
0,2239108
0,209316
0,1230691
0,1235679
0,226050
0,2217412
0,226678
0,2223790
0,1247084
0,226052
0,2224795
0,215096
0,166010
0,1250958
0,1236500
0,225012
0,159765
0,214883
0,3256642
0,227598
0,104720
0,1224090
0,214006
0,2234506
