seconds,nanoseconds
0,540138
0,370260
0,309943
0,1384631
0,2354069
0,305893
0,1321537
0,297232
0,290704
0,308968
0,352979
0,320102
0,2313567
0,299219
0,1305980
0,258781
0,243815
0,234365
0,252583
0,252479
0,1272021
0,271474
0,2283125
0,1344689
0,336727
0,340347
0,1285993
0,3310655
0,1302952
0,1261713
0,1306189
0,279363
0,1298953
0,1297636
0,1322003
0,1304901
0,253965
0,248655
0,293403
0,1258810
0,253017
0,239208
0,242263
0,249373
0,234987
0,241041
0,239680
0,240602
0,252909
0,1250543
0,1262257
0,242785
0,241065
0,237606
0,251219
0,1271538
0,259105
0,251623
0,249341
0,242162
0,253186
0,1266101
0,1260556
0,248020
0,249351
0,250565
0,240100
0,1306409
0,295977
0,1304863
0,2307058
0,2441187
0,1308150
0,303486
0,294660
0,263350
0,255155
0,250651
0,248663
0,257477
0,2316456
0,288748
0,293131
0,245617
0,1262246
0,250579
0,255880
0,240327
0,240522
0,239547
0,248074
0,1298768
0,1260995
0,237372
0,254933
0,240810
0,1289047
0,286335
0,283897
0,275290
