seconds,nanoseconds
0,174132
0,25118
0,20183
0,24090
0,19030
0,18742
0,1037970
0,20384
0,2047827
0,32129
0,21872
0,3056039
0,19905
0,1034208
0,20830
0,35491
0,19569
0,20634
0,1031308
0,19479
0,18928
0,19338
0,18870
0,1034754
0,19156
0,18636
0,1033896
0,2047147
0,19402
0,18278
0,19279
0,18504
0,18632
0,18193
0,18950
0,1034812
0,19150
0,18962
0,1034902
0,19966
0,19141
0,19260
0,105473
0,21827
0,18599
0,19509
0,19822
0,19364
0,1034264
0,1062497
0,24599
0,1039564
0,22358
0,21987
0,21727
0,1038249
0,22737
0,22103
0,2052526
0,22609
0,21880
0,21880
0,22121
0,1037932
0,22980
0,1038380
0,22740
0,21684
0,2055549
0,1066269
0,22865
0,1036744
0,23140
0,22960
0,1037240
0,21875
0,64628
0,24035
0,22388
0,21512
0,21853
0,21517
0,22993
0,21697
0,710178
0,33224
0,26870
0,1042850
0,22990
0,31274
0,22530
0,21654
0,22231
0,21574
0,22234
0,21624
0,1038874
0,22605
0,1054191
0,23946
