seconds,nanoseconds
0,348965
0,277657
0,208590
0,111441
0,1249807
0,258327
0,86146
0,220536
0,208938
0,232436
0,246243
0,99309
0,154812
0,2254837
0,244188
0,99153
0,183834
0,233810
0,1246200
0,246319
0,2224191
0,208416
0,129173
0,200644
0,64655
0,232807
0,129599
0,1242377
0,230661
0,219059
0,92865
0,211329
0,119312
0,222568
0,203884
0,1230392
0,224324
0,228543
0,223523
0,238659
0,75278
0,209422
0,88659
0,197983
0,105028
0,1218905
0,1236060
0,230810
0,122839
0,217298
0,79254
0,199749
0,73900
0,212171
0,62110
0,191787
0,96458
0,206750
0,75133
0,1233698
0,225365
0,205128
0,61498
0,191158
0,140349
0,212347
0,73479
0,218903
0,235585
0,210439
0,1228065
0,204679
0,139868
0,226575
0,226905
0,124967
0,227512
0,107322
0,1234212
0,205428
0,207351
0,91976
0,211759
0,2218883
0,198796
0,70262
0,216030
0,1229680
0,204594
0,1227899
0,205564
0,137469
0,230351
0,60651
0,210326
0,60639
0,2213463
0,1236381
0,209686
0,103142
