seconds,nanoseconds
0,403896
0,283509
0,248247
0,226022
0,242024
0,258151
0,214530
0,210626
0,211413
0,76030
0,133207
0,97821
0,125690
0,104682
0,115602
0,111653
0,114108
0,117195
0,95370
0,182206
0,75402
0,202152
0,159270
0,106088
0,173785
0,95209
0,161040
0,74917
0,162708
0,92968
0,158091
0,100266
0,174950
0,85093
0,168778
0,81997
0,166235
0,102888
0,163317
0,87437
0,161847
0,112557
0,155405
0,89840
0,165053
0,112781
0,147510
0,91631
0,179331
0,87896
0,198353
0,88593
0,177926
0,78203
0,175987
0,82254
0,178984
0,81223
0,173719
0,86834
0,172638
0,69160
0,165990
0,70206
0,155510
0,86983
0,151355
0,86892
0,162003
0,67732
0,158963
0,98544
0,138570
0,108759
0,122982
0,152706
0,93308
0,147413
0,81270
0,155184
0,82320
0,156002
0,80162
0,154651
0,153968
0,84053
0,157255
0,81362
0,142754
0,99608
0,171471
0,85844
0,221067
0,94359
0,172442
0,100455
0,216229
0,226382
0,226198
0,225252
