seconds,nanoseconds
0,516961
0,334918
0,1367119
0,368050
0,340369
0,293795
0,353508
0,298599
0,1370147
0,328316
0,321522
0,278998
0,288313
0,292885
0,3376247
0,1372531
0,2444694
0,377987
0,302363
0,283518
0,274609
0,3369581
0,317629
0,366118
0,1462963
0,316528
0,293372
0,375939
0,2375144
0,2372256
0,299353
0,309689
0,3338395
0,1352175
0,2336192
0,305554
0,303892
0,334043
0,282930
0,309123
0,3297987
0,332368
0,1293220
0,336175
0,342038
0,1292818
0,1297090
0,2299336
0,3306363
0,347432
0,330559
0,285442
0,336139
0,1322567
0,290216
0,274840
0,331475
0,298164
0,1303721
0,300020
0,281970
0,284119
0,305306
0,284758
0,283903
0,2288094
0,2288890
0,1278632
0,278008
0,282772
0,264668
0,1318833
0,357353
0,328028
0,278955
0,328710
0,332118
0,2300131
0,271861
0,296629
0,2288867
0,1279543
0,300884
0,274649
0,2289867
0,331522
0,316793
0,266998
0,2280548
0,1278269
0,332293
0,273508
0,274506
0,3340391
0,286800
0,2327688
0,297027
0,294360
0,248348
0,273872
