seconds,nanoseconds
0,502995
0,311160
0,1360053
0,357025
0,2365100
0,2369334
0,337801
0,334169
0,1353101
0,303903
0,1359017
0,2323204
0,1304982
0,1274430
0,255317
0,1273791
0,259571
0,1271985
0,4284284
0,5293978
0,256058
0,6303800
0,2280729
0,3327324
0,2317380
0,300484
0,267090
0,1270190
0,256648
0,2276411
0,261485
0,261342
0,244164
0,248078
0,251694
0,1271940
0,256914
0,1272888
0,3279262
0,1271990
0,1277032
0,1271534
0,257252
0,259267
0,258063
0,261264
0,1266621
0,255464
0,244152
0,2258119
0,241998
0,2261099
0,245319
0,242472
0,244137
0,241167
0,4292120
0,252565
0,2277960
0,3282713
0,262833
0,6351897
0,298401
0,276716
0,267626
0,263651
0,2270068
0,2276473
0,261014
0,1320683
0,262510
0,1271813
0,2274846
0,1274072
0,263201
0,242287
0,2274466
0,4287947
0,262427
0,2277287
0,255209
0,275162
0,1271070
0,1271645
0,2281441
0,2278403
0,3278622
0,257360
0,260014
0,1272710
0,260201
0,255793
0,1277502
0,1273166
0,1273998
0,260479
0,264206
0,252897
0,239425
0,3284970
